id,name,text
2492,Interjet,"Switch this Pokémon with 1 of your Benched Pokémon. If you do, switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)"
2495,Giga Impact,"During your next turn, this Pokémon can't attack."
2497,Undulating Slice,Put up to 9 damage counters on this Pokémon. This attack does 20 damage for each damage counter you placed in this way.
2498,Sob,"During your opponent's next turn, the Defending Pokémon can't retreat."
2499,Torrential Pump,"You may shuffle 3 Energy attached to this Pokémon into your deck. If you do, this attack also does 120 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)"
2502,Curiosity,Your opponent reveals their hand.
2505,Sky Wave,This attack also does 10 damage to each Benched Pokémon (both yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pokémon.)
2506,Piercing Gaze,Your opponent reveals their hand. Discard a card you find there.
2507,Volt Strike,Discard all Energy from this Pokémon.
2511,Pick and Stick,Attach up to 2 Basic Energy cards from your discard pile to your Pokémon in any way you like.
2517,Wind Power Charge,"During your next turn, attacks used by this Pokémon do 120 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance)."
2519,Volt Cyclone,Move an Energy from this Pokémon to 1 of your Benched Pokémon.
2520,Moon Kick,
2521,Metronome,Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.
2525,Strange Hacking,Your opponent's Active Pokémon is now Confused. You may move any number of damage counters from your opponent's Pokémon to their other Pokémon in any way you like.
2527,Dual Headbutt,This attack also does 10 damage to 1 of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
2528,One-derful Rumble,This attack does 40 damage for each of your Stage 1 Pokémon in play.
2533,Homeward Chime,Shuffle 1 of your Benched Pokémon and all attached cards into your deck.
2536,Sneaky Placement,Put 2 damage counters on 1 of your opponent's Pokémon.
2538,Slurp Slurp,"Flip 2 coins. This attack does 90 damage for each heads. If both of them are tails,  your opponent's Active Pokémon is now Confused."
2539,Sand Attack,"During your opponent's next turn, if the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn't happen."
2542,Spooky Sand,
2543,Heart Sign,
2544,Love Resonance,"If any of your Pokémon in play are the same type as any of your opponent's Pokémon in play, this attack does 120 more damage."
2545,Scream,"You can use this attack only if you go second, and only during your first turn. Your opponent can't play any Supporter cards from their hand during their next turn."
2548,Energy Feather,This attack does 30 damage for each Energy attached to this Pokémon.
2557,Power Rush,"Flip a coin. If tails, during your next turn, this Pokémon can't attack."
2558,Assault Laser,"If your opponent's Active Pokémon has a Pokémon Tool attached, this attack does 80 more damage."
2560,Best Punch,"Flip a coin. If tails, this attack does nothing."
2562,Superpower,"You may do 30 more damage. If you do, this Pokémon also does 30 damage to itself."
2563,Tantrum,This Pokémon is now Confused.
2564,Gutsy Swing,"If this Pokémon is affected by a Special Condition, ignore all Energy in this attack's cost."
2565,Shinobi Blade,"You may search your deck for a card and put it into your hand. Then, shuffle your deck."
2566,Mirage Barrage,Discard 2 Energy from this Pokémon. This attack does 120 damage to 2 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
2568,Rock Shot,Discard an Energy from this Pokémon.
2569,Stun Poison,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed and Poisoned."
2571,Ground Crasher,"If a Stadium is in play, this attack also does 30 damage to each of your opponent's Benched Pokémon, and discard that Stadium. (Don't apply Weakness and Resistance for Benched Pokémon.)"
2573,Good Punch,
2574,Demolish,"This attack's damage isn't affected by Weakness or Resistance, or by any effects on your opponent's Active Pokémon."
2575,Continuous Steps,Flip a coin until you get tails. This attack does 10 damage for each heads.
2577,Hunting Pack,"If Mightyena is on your Bench, this attack does 90 more damage."
2583,Dastardly Jab,Put damage counters on your opponent's Active Pokémon until its remaining HP is 10.
2585,Poison Spray,Your opponent's Active Pokémon is now Poisoned.
2586,Relentless Punches,This attack does 50 more damage for each damage counter on your opponent's Active Pokémon.
2588,Big Storm,Discard a Stadium in play.
2592,Angry Slam,This attack does 50 damage for each of your Pokémon that has any damage counters on it.
2593,Guard Claw,"During your opponent's next turn, this Pokémon takes 50 less damage from attacks (after applying Weakness and Resistance)."
2594,Steel Burst,Discard all Metal Energy from this Pokémon. This attack does 50 damage for each card you discarded in this way.
2595,Metal Coating,Attach a Basic Metal Energy card from your discard pile to this Pokémon.
2597,Rally Back,"If any of your Pokémon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 90 more damage."
2598,Running Charge,Flip a coin until you get tails. This attack does 100 damage for each heads.
2601,Syrup Catcher,Switch in 1 of your opponent's Benched Pokémon to the Active Spot. This attack does 70 damage to the new Active Pokémon.
2602,Petty Grudge,
2604,Dragon Headbutt,
2606,Phantom Dive,Put 6 damage counters on your opponent's Benched Pokémon in any way you like.
2608,Mach Cut,Discard a Special Energy from your opponent's Active Pokémon.
2609,Lucky Attachment,Attach a Basic Energy card from your hand to 1 of your Pokémon.
2611,Return,You may draw cards until you have 6 cards in your hand.
2614,"But First, Food","Attach an Energy card from your hand to this Pokémon. If you do, heal 60 damage from this Pokémon."
2621,Fighting Wings,"If your opponent's Active Pokémon is a Pokémon ex or Pokémon V, this attack does 90 more damage."
2623,Blood Moon,"During your next turn, this Pokémon can't attack."
2697,Toxic Teeth,Your opponent's Active Pokémon is now Poisoned.
2698,Numbing Saliva,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed."
2699,Toxic Throw,"Your opponent's Active Pokémon is now Poisoned. During your next turn, this Pokémon can't use Toxic Throw."
2704,Armor Cannon,Discard a Fire Energy from this Pokémon.
2711,Wind of Darkness,
2712,Night Impact,
2724,Swagger,"Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon."
2725,Huge Tackle,"If you have more cards in your hand than your opponent, this attack does 80 more damage."
2726,Lazy Press,
2733,Electric Claws,
2736,Shocking Web,"If this Pokémon has any Lightning Energy attached, this attack does 80 more damage."
2737,Add On,Draw a card.
2741,Stock Up on Feathers,Draw cards until you have 7 cards in your hand.
2742,Power Shot,"Discard a Basic Grass Energy card from your hand. If you can't, this attack does nothing."
2747,Snarl,"During your opponent's next turn, attacks used by the Defending Pokémon do 100 less damage (before applying Weakness and Resistance)."
2748,Suction,Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon.
2749,Anachronism Repulsor,"During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Ancient Pokémon."
2750,Hold Still,Heal 30 damage from this Pokémon.
2752,Call for Backup,"Search your deck for up to 3 Pokémon, reveal them, and put them into your hand. Then, shuffle your deck."
2754,King's Order,Put up to 3 Water Pokémon from your discard pile onto your Bench.
2757,Beset,"During your opponent's next turn, the Defending Pokémon can't retreat."
2759,Hail Claw,Discard all Energy from this Pokémon. Your opponent's Active Pokémon is now Paralyzed.
2760,Accelerator Flash,"If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 120 more damage."
2761,Shattering Speed,Discard this Pokémon and all attached cards.
2762,Eerie Gaze,Your opponent reveals their hand.
2763,Daydream,"During your opponent's next turn, if they attach an Energy card from their hand to the Defending Pokémon, their turn ends."
2764,Come and Get You,Put up to 3 Duskull from your discard pile onto your Bench.
2768,Healing Pirouette,Heal 20 damage from each of your Pokémon.
2769,Crescent Purge,"You may turn 1 of your face-down Prize cards face up. If you do, this attack does 80 more damage. (That Prize card remains face up for the rest of the game.)"
2770,Mystical Return,"Flip a coin. If heads, choose 1 of your opponent's Benched Pokémon. Shuffle that Pokémon and all attached cards into their deck."
2775,Clean Hit,"If your opponent's Active Pokémon is an Evolution Pokémon, this attack does 90 more damage."
2776,Mad Bite,This attack does 30 more damage for each damage counter on your opponent's Active Pokémon.
2777,Iron Smasher,"If your opponent has any Future Pokémon in play, this attack does 120 more damage."
2778,Smashing Wing,Discard 2 Energy from this Pokémon.
2783,Poison Fang,"Your opponent's Active Pokémon is now Poisoned. During Pokémon Checkup, put 2 damage counters on that Pokémon instead of 1."
2784,Darkfall,"If you have at least 3 Darkness Energy in play, this attack does 50 more damage."
2787,Illusory Hijacking,This attack does 60 damage for each of your opponent's Pokémon ex and Pokémon V in play.
2789,Mischievous Tentacles,Look at the top card of your opponent's deck. You may have your opponent shuffle their deck.
2791,Colluding Tentacles,"Switch in 1 of your opponent's Benched Pokémon to the Active Spot. If you do, this attack does 120 damage to the new Active Pokémon. If you didn't play Xerosic's Machinations from your hand during this turn, this attack does nothing."
2793,Corrosive Winds,Put 2 damage counters on each of your opponent's Pokémon that has any damage counters on it.
2794,Destructive Beam,"Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon."
2795,Poisonous Musculature,"Search your deck for up to 2 Basic Darkness Energy cards and attach them to this Pokémon. Then, shuffle your deck. If you attached Energy to a Pokémon in this way, this Pokémon is now Poisoned."
2796,Chain-Crazed,"If this Pokémon is Poisoned, this attack does 130 more damage."
2797,Dirty Headbutt,"During your next turn, this Pokémon can't use Dirty Headbutt."
2798,Cruel Arrow,This attack does 100 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
2799,Irritated Outburst,This attack does 60 damage for each Prize card your opponent has taken.
2800,Magnetic Blast,
2803,Nasal Lariat,"You may do 100 more damage. If you do, during your next turn, this Pokémon can't attack."
2809,Bring Down the Axe,"If your opponent's Active Pokémon has any Special Energy attached, it is Knocked Out."
2811,Trifrost,Discard all Energy from this Pokémon. This attack does 110 damage to 3 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
2812,Fury Swipes,Flip 3 coins. This attack does 20 damage for each heads.
2815,Colorful Catch,"Search your deck for up to 3 Basic Energy cards of different types, reveal them, and put them into your hand. Then, shuffle your deck."
2817,Energy Assist,Attach a Basic Energy card from your discard pile to 1 of your Benched Pokémon.
2819,Power Charger,"Search your deck for a Basic Energy card and attach it to this Pokémon. Then, shuffle your deck."
2865,Miasma Wind,This attack does 100 damage for each Special Condition affecting your opponent's Active Pokémon.
2866,Nosh,Heal 40 damage from this Pokémon.
2869,Reaping Dash,"Before doing damage, discard all Pokémon Tools and Special Energy from your opponent's Active Pokémon."
2871,Breezy Gift,"Put this Pokémon and all attached cards into your deck. If you do, search your deck for up to 3 cards and put them into your hand. Then, shuffle your deck."
2874,Coated Attack,"During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon."
2875,Syrup Storm,This attack does 30 more damage for each Grass Energy attached to all of your Pokémon.
2881,Whip Smash,
2883,Burning Run,"Flip a coin. If heads, this attack does 60 more damage."
2887,Sudden Scorching,"Your opponent discards a card from their hand. If this Pokémon evolved from Salandit during this turn, your opponent discards 2 more cards."
2888,Flamethrower,Discard an Energy from this Pokémon.
2890,Ring of Fire,"Your opponent's Active Pokémon is now Burned. During your opponent's next turn, that Pokémon can't retreat."
2896,Garnet Volley,This attack does 180 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
2901,Power Splash,This attack does 40 damage for each Energy attached to this Pokémon.
2902,Larimar Rain,Look at the top 20 cards of your deck and attach any number of Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards back into your deck.
2908,Splashing Turn,Switch this Pokémon with 1 of your Benched Pokémon.
2909,Tidal Wave,
2912,Shifting Shuriken,"Flip a coin. If heads, this attack does 100 more damage."
2913,Haymaker,"During your next turn, this Pokémon can't use Haymaker."
2914,Hard Crunch,"If your opponent's Active Pokémon already has any damage counters on it, this attack does 80 more damage."
2916,Sonic Edge,This attack's damage isn't affected by any effects on your opponent's Active Pokémon.
2920,Unleash Lightning,"During your next turn, your Pokémon can't attack. (This includes new Pokémon that come into play.)"
2921,Double Voltage,Flip 2 coins. This attack does 20 damage for each heads.
2922,Disorienting Flash,Your opponent's Active Pokémon is now Confused. Put 8 damage counters instead of 3 on that Pokémon for this Special Condition.
2923,Thunderous Bolt,"During your next turn, this Pokémon can't attack."
2924,Jolting Charge,"Search your deck for up to 2 Basic Grass Energy cards and up to 2 Basic Lightning Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck."
2925,Charged Web,"If your opponent's Active Pokémon is a Pokémon ex or Pokémon V, this attack does 110 more damage."
2926,Fulgurite,"Discard all Energy from this Pokémon. During your opponent's next turn, they can't play any Item cards from their hand."
2927,Parallel Placement,"Search your deck for up to 3 Charjabug and put them onto your Bench. Then, shuffle your deck."
2928,Volt Switch,Switch this Pokémon with 1 of your Benched Lightning Pokémon.
2930,Combat Thunder,This attack does 20 more damage for each of your opponent's Benched Pokémon.
2931,Electrifying Chance,"If you have exactly 1 Prize card remaining, your opponent's Active Pokémon is now Paralyzed."
2932,Targeted Spark,This attack does 20 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
2933,Dangle Tail,Put a Pokémon from your discard pile into your hand.
2935,Seek Inspiration,"Discard the top card of your deck, and if that card is a Pokémon that doesn't have a Rule Box, choose 1 of its attacks and use it as this attack. (Pokémon ex, Pokémon V, etc. have Rule Boxes.)"
2938,Expand,"During your opponent's next turn, this Pokémon takes 10 less damage from attacks (after applying Weakness and Resistance)."
2939,Everyone Explode Now,This attack does 50 damage for each of your Drifloon and Drifblim in play. This attack also does 30 damage to each of your Drifloon and Drifblim. (Don't apply Weakness and Resistance for Benched Pokémon.)
2941,Flower Shower,Each player draws 3 cards.
2944,Colorful Confection,"Search your deck for up to 5 Pokémon that are the same type as any Basic Energy attached to this Pokémon, reveal them, and put them into your hand. Then, shuffle your deck."
2946,Pleasant Aroma,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck."
2948,Wonder Shine,Your opponent's Active Pokémon is now Confused.
2950,Psychic Flash,
2953,Adjusted Horn,"If you don't have the same number of cards in your hand as your opponent, this attack does nothing."
2956,Bone Vengeance,"If any of your Benched Cubone have any damage counters on them, this attack does 120 more damage."
2958,Destructive Horn,"Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon."
2959,Drill Run,Discard an Energy from your opponent's Active Pokémon.
2961,Calm Mind,Heal 20 damage from this Pokémon.
2963,Double Smash,Flip 2 coins. This attack does 40 damage for each heads.
2964,Chi-Atsu,Put damage counters on your opponent's Active Pokémon until its remaining HP is 50.
2965,Yoga Kick,This attack's damage isn't affected by Weakness or Resistance.
2968,Aura Knuckle,
2969,Knock Off,Discard a random card from your opponent's hand.
2970,Gale Roundhouse,"If your opponent has 5 or fewer cards in their hand, this attack does 60 more damage."
2973,Diffuse Reflection,This attack does 40 damage for each Special Energy attached to all of your opponent's Pokémon.
2977,Form Ranks,"Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck."
2978,All-Out Attack,"If this Pokémon used Form Ranks during your last turn, this attack does 90 more damage."
2979,Block Hammer,"During your opponent's next turn, this Pokémon takes 60 less damage from attacks (after applying Weakness and Resistance)."
2980,Resolute Fang,"If your opponent's Active Pokémon is a Pokémon ex, this attack does 70 more damage."
2983,Devouring Mouth,"If this Pokémon has more Energy attached than your opponent's Active Pokémon, this attack does 160 more damage."
2985,Pull,Switch in 1 of your opponent's Benched Pokémon to the Active Spot.
2991,Goad 'n' Grab,"Switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.) If you do, this attack does 160 damage to the new Active Pokémon."
2992,Knuckle Sandwich,Discard 2 Energy from this Pokémon.
2994,Swelling Wish,Attach a Basic Energy card from your discard pile to 1 of your Benched Pokémon.
2999,Hyper Ray,Discard all Energy from this Pokémon.
3005,Reforged Axe,"Before doing damage, discard all Pokémon Tools from this Pokémon. If you can't discard any, this attack does nothing."
3006,Iron Swing,Flip 2 coins. This attack does 100 damage for each heads.
3008,Raging Hammer,This attack does 10 more damage for each damage counter on this Pokémon.
3009,Iron Blaster,"During your next turn, this Pokémon can't attack."
3011,Outta-Control Dash,
3012,Rock Tomb,"During your opponent's next turn, the Defending Pokémon can't retreat."
3013,Thunderburst Storm,This attack does 30 damage to 1 of your opponent's Pokémon for each Energy attached to this Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
3018,Triple Stab,Flip 3 coins. This attack does 10 damage for each heads.
3021,Nyan Roll,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon."
3022,Assault Landing,"If there is no Stadium in play, this attack does nothing."
3025,Storm Barrier,"During your opponent's next turn, this Pokémon takes 50 less damage from attacks (after applying Weakness and Resistance)."
3028,Aero Chase,"If the Retreat Cost of your opponent's Active Pokémon is ColorlessColorless or more, this attack does 110 more damage."
3029,Knock Over,You may discard a Stadium in play.
3034,Unified Beatdown,"If you go second, you can't use this attack during your first turn. This attack does 30 damage for each of your Benched Pokémon."
3035,Crown Opal,"During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Basic non-Colorless Pokémon."
3079,Poison Chain,"Your opponent's Active Pokémon is now Poisoned. During your opponent's next turn, that Pokémon can't retreat."
3089,Wild Press,This Pokémon also does 60 damage to itself.
3102,Precocious Evolution,"If you go first, you can use this attack during your first turn. Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck."
3104,Barrage O'Clock,Flip a coin for each Energy attached to both Active Pokémon. This attack does 60 damage for each heads.
3105,Vengeful Crush,This attack does 30 more damage for each Prize card your opponent has taken.
3107,Wander About,Switch this Pokémon with 1 of your Benched Pokémon.
3109,Evo-Powder,"For each of your Benched Pokémon, search your deck for a card that evolves from that Pokémon and put it onto that Pokémon to evolve it. Then, shuffle your deck."
3112,Spiral Rush,Flip a coin until you get tails. This attack does 30 more damage for each heads.
3113,Rescue Kedge,Put up to 2 Pokémon from your discard pile into your hand.
3114,Annihilating Anchor,"Before doing damage, discard all Pokémon Tools from your opponent's Active Pokémon."
3116,Jungle Whip,You may put all Energy attached to this Pokémon into your hand to have this attack do 80 more damage.
3121,Counterturn,"If there are 3 or fewer cards in your deck, this attack does 200 more damage."
3122,Hazardous Greed,"If there are 3 or fewer cards in your deck, this attack also does 120 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)"
3123,Entangling Whip,Discard the top 3 cards of your deck.
3125,Fire Soul,This attack also does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
3127,Spirited Tackle,"If your opponent's Active Pokémon is a Stage 1 Pokémon, this attack does 90 more damage."
3129,Shining Blaze,"If you have any Tera Pokémon on your Bench, this attack does 100 more damage."
3131,Sunny Assist,Move all Energy from this Pokémon to 1 of your Benched Pokémon.
3138,Turbulent Wings,This Pokémon also does 50 damage to itself.
3140,Fireworks,Discard an Energy from this Pokémon.
3143,Billowing Heat Wave,This attack also does 30 damage to each of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
3145,Heat Burn,Your opponent's Active Pokémon is now Burned.
3146,Heat Breath,"Flip a coin. If heads, this attack does 50 more damage."
3147,Torcherto,This attack does 20 more damage for each Benched Pokémon (both yours and your opponent's).
3152,Crimson Blaster,"Discard all Fire Energy from this Pokémon, and this attack does 180 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)"
3153,Cursed Edge,Discard all Special Energy from all of your opponent's Pokémon.
3154,Black Blaze Slash,"During your next turn, this Pokémon can't attack."
3155,Abyssal Flames,This attack does 20 more damage for each Energy card in your discard pile.
3156,Raging Amethyst,Discard all Energy from this Pokémon.
3157,Spicy Rage,This attack does 70 more damage for each damage counter on this Pokémon.
3159,Blazing Charge,"If your opponent has 4 or fewer Prize cards remaining, this attack does 70 more damage."
3160,Upthrusting Horns,You may put 2 Energy attached to your opponent's Active Stage 2 Pokémon into their hand.
3164,Leap Out,Switch this Pokémon with 1 of your Benched Pokémon.
3168,Ice Ball,
3169,Frigid Fangs,"During your opponent's next turn, Pokémon that have 2 or less Energy attached can't attack. (This includes new Pokémon that come into play.)"
3170,Megaton Fall,This Pokémon also does 50 damage to itself.
3172,Call Sign,"Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."
3173,Ice Beam,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed."
3174,Ice Age,"If your opponent's Active Pokémon is a Dragon Pokémon, it is now Paralyzed."
3175,Black Frost,This Pokémon also does 30 damage to itself.
3177,Aerial Ace,"Flip a coin. If heads, this attack does 20 more damage."
3180,Draining Fin,Heal 20 damage from this Pokémon.
3181,Dangerous Mouth,
3182,Gusting Collision,This attack does 50 less damage for each Colorless in your opponent's Active Pokémon's Retreat Cost.
3183,Icicle Loop,Put an Energy attached to this Pokémon into your hand.
3184,Topaz Bolt,Discard 3 Energy from this Pokémon.
3187,Mighty Magnetism,"Your opponent's Active Pokémon is now Confused. During your opponent's next turn, that Pokémon can't retreat."
3188,Zap Cannon,"During your next turn, this Pokémon can't use Zap Cannon."
3189,Crushing Pulse,Your opponent reveals their hand. Discard all Item cards and Pokémon Tool cards you find there.
3190,Energy Short,This attack does 20 damage for each Energy attached to your opponent's Active Pokémon.
3195,Paralyzing Crackle,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed, and discard an Energy from that Pokémon."
3196,Summon Lightning,"Search your deck for up to 2 Lightning Pokémon, reveal them, and put them into your hand. Then, shuffle your deck."
3200,Storm Bolt,Move all Energy from this Pokémon to your Benched Pokémon in any way you like.
3201,Return Charge,"Switch this Pokémon with 1 of your Benched Pokémon. If you do, attach up to 2 Basic Lightning Energy cards from your hand to this Pokémon."
3202,Thunder Lance,This attack does 40 more damage for each Lightning Energy attached to this Pokémon.
3203,C.O.D.E.: Protect,"During your opponent's next turn, prevent all damage done to each of your Future Pokémon by attacks from Pokémon ex. If this Pokémon is no longer your Active Pokémon, this effect ends."
3204,Thunder Claws,
3206,Draining Kiss,Heal 30 damage from this Pokémon.
3210,Delightful Kiss,"Search your deck for up to 2 Basic Psychic Energy cards and attach them to 1 of your Benched Pokémon. Then, shuffle your deck."
3211,Eon Blade,"During your next turn, this Pokémon can't attack."
3214,Painful Memories,Put 2 damage counters on each of your opponent's Pokémon.
3215,Full Heart,Attach up to 2 Basic Psychic Energy cards from your hand to your Pokémon in any way you like.
3216,Guardian Burst,"If you don't have Uxie and Azelf on your Bench, this attack does nothing."
3217,Neurokinesis,This attack does 10 more damage for each damage counter on all of your opponent's Pokémon.
3222,Law of the Underworld,Put 6 damage counters on each Pokémon that has an Ability (both yours and your opponent's).
3224,See Through,Your opponent reveals their hand.
3227,Magical Charm,"During your opponent's next turn, attacks used by the Defending Pokémon do 100 less damage (before applying Weakness and Resistance)."
3228,Angelite,"Choose 2 of your opponent's Benched Pokémon. Shuffle those Pokémon and all attached cards into your opponent's deck. If 1 of your Pokémon used Angelite during your last turn, this attack can't be used."
3229,Electromagnetic Sonar,Put a Trainer card from your discard pile into your hand.
3234,Dazzle Dance,Your opponent's Active Pokémon is now Confused.
3236,Sand Tomb,"During your opponent's next turn, the Defending Pokémon can't retreat."
3237,Barite Jail,Put damage counters on each of your opponent's Benched Pokémon until its remaining HP is 100.
3238,Perplex,Your opponent's Active Pokémon is now Confused.
3239,Mental Crush,"If your opponent's Active Pokémon is Confused, this attack does 90 more damage."
3242,Mystical Eyes,Devolve 1 of your opponent's evolved Pokémon by putting the highest Stage Evolution card on it into your opponent's hand.
3244,Perplexing Transfer,Move all damage counters from 1 of your Benched Ancient Pokémon to your opponent's Active Pokémon.
3248,Dual Chop,Flip 2 coins. This attack does 10 damage for each heads.
3249,Sweep the Leg,"Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon."
3250,Mega Punch,
3252,Destined Fight,Both Active Pokémon are Knocked Out.
3254,Blocking Stomp,"If the Defending Pokémon is a Basic Pokémon, it can't attack during your opponent's next turn."
3256,Knock Flat,This attack's damage isn't affected by any effects on your opponent's Active Pokémon.
3257,Guarded Rolling,"Discard 2 Energy from this Pokémon. During your opponent's next turn, this Pokémon takes 100 less damage from attacks (after applying Weakness and Resistance)."
3260,Screech,"During your next turn, the Defending Pokémon takes 50 more damage from attacks (after applying Weakness and Resistance)."
3262,Reversing Storm,You may switch this Pokémon with 1 of your Benched Pokémon.
3263,Sonic Peridot,This attack does 100 damage to each of your opponent's Pokémon ex and Pokémon V. This attack's damage isn't affected by Weakness or Resistance.
3265,Burrow,Discard the top card of your opponent's deck.
3267,Digging Claw,Discard the top card of your opponent's deck.
3268,Drill Smash,"If you have any Metal Pokémon on your Bench, this attack does 80 more damage."
3269,Fist of Focus,Attach an Energy card from your discard pile to this Pokémon.
3270,Buster Swing,This attack's damage isn't affected by Resistance.
3271,Coordinated Throwing,This attack does 20 damage for each of your Basic Pokémon in play.
3274,Raging Tentacles,"If this Pokémon has any damage counters on it, this attack can be used for Fighting."
3275,Rock Hurl,This attack's damage isn't affected by Resistance.
3276,Corrosive Shards,"Your opponent's Active Pokémon is now Poisoned. During your opponent's next turn, Energy cards can't be attached from your opponent's hand to that Pokémon."
3278,Unrelenting Onslaught,"If 1 of your other Ancient Pokémon used an attack during your last turn, this attack does 150 more damage."
3284,Crashing Headbutt,Discard the top 3 cards of your opponent's deck.
3285,Obsidian,This attack also does 130 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
3287,Mischievous Painting,Attach up to 3 Energy cards from your opponent's discard pile to their Pokémon in any way you like.
3288,Energized Graffiti,This attack does 40 damage for each Energy attached to all of your opponent's Pokémon.
3290,Trio-Cheehoo,"If you don't have exactly 3 cards in your hand, this attack does nothing."
3293,Shield Attack,"Flip a coin. If heads, this attack does 20 more damage."
3295,Double Impact,Flip 2 coins. This attack does 100 damage for each heads.
3296,Stick 'n' Draw,"Discard a card from your hand. If you do, draw 2 cards."
3299,Duralubeam,Discard 2 Energy from this Pokémon.
3300,Metal Defender,"During your opponent's next turn, this Pokémon has no Weakness."
3301,Strike It Rich,"If this Pokémon evolved from Gimmighoul during this turn, this attack does 90 more damage."
3302,Surf Back,You may shuffle this Pokémon and all attached cards into your deck.
3303,Deleting Slash,"If your opponent has 3 or more Benched Pokémon, this attack does 80 more damage."
3305,Tropical Frenzy,You may attach any number of Basic Energy cards from your hand to your Pokémon in any way you like.
3306,Swinging Sphene,"Flip a coin. If heads, Knock Out your opponent's Active Basic Pokémon. If tails, Knock Out 1 of your opponent's Benched Basic Pokémon."
3307,Humming Charge,"Search your deck for up to 2 Basic Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck."
3308,Cotton Wings,"Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokémon by attacks."
3309,Time Manipulation,"Search your deck for 2 cards, shuffle your deck, then put those cards on top of it in any order."
3311,Space Crash,This attack does 40 damage for each Basic Energy attached to this Pokémon.
3312,Fully Singe,Discard an Energy from your opponent's Active Pokémon ex.
3316,Acidic Spit,This attack does 20 damage for each damage counter on your opponent's Active Pokémon.
3318,Melting Sweetness,"During your opponent's next turn, the Defending Pokémon can't attack."
3320,Dyna-Blast,"If your opponent's Active Pokémon is a Pokémon ex, this attack does 80 more damage."
3321,World Ender,"Discard a Stadium in play. If you can't, this attack does nothing."
3322,Surprise Pump,This attack's damage isn't affected by any effects on your opponent's Active Pokémon.
3323,Cinnabar Lure,Look at the top 10 cards of your deck. You may put any number of Pokémon you find there onto your Bench. Shuffle the other cards back into your deck.
3327,Take It Easy,"Heal 60 damage from this Pokémon. During your next turn, this Pokémon can't retreat."
3329,Great Swing,Discard an Energy from this Pokémon.
3332,Lick Whip,This attack does 30 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
3333,Ready to Ram,"During your opponent's next turn, if this Pokémon is damaged by an attack (even if this Pokémon is Knocked Out), put 6 damage counters on the Attacking Pokémon."
3334,Smashing Headbutt,Discard 2 Energy from this Pokémon.
3340,Parabolic Charge,"Search your deck for up to 4 Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
