id,cardId,name,supertype,subtypes,hp,types,evolvesFrom,weaknesses,resistances,evolvesTo,retreatCost,convertedRetreatCost,flavorText,artist,rarity,nationalPokedexNumbers,regulationMark,imagesSmall,imagesLarge,rules,number,setId
2483,sv8-138,Applin,Pokémon,"[""Basic""]",40,"[""Dragon""]",,,,"[""Flapple""]","[""Colorless""]",1,,,Common,[840],H,/card-images/sv8-138_small.webp,/card-images/sv8-138_large.webp,,138,12
2484,sv8-139,Flapple,Pokémon,"[""Stage 1""]",80,"[""Dragon""]",Applin,,,,"[""Colorless""]",1,,,Uncommon,[841],H,/card-images/sv8-139_small.webp,/card-images/sv8-139_large.webp,,139,12
2485,sv8-140,Appletun,Pokémon,"[""Stage 1""]",90,"[""Dragon""]",Applin,,,,"[""Colorless"",""Colorless"",""Colorless""]",3,,,Uncommon,[842],H,/card-images/sv8-140_small.webp,/card-images/sv8-140_large.webp,,140,12
2486,sv8-141,Eternatus,Pokémon,"[""Basic""]",150,"[""Dragon""]",,,,,"[""Colorless"",""Colorless""]",2,,,Rare,[890],H,/card-images/sv8-141_small.webp,/card-images/sv8-141_large.webp,,141,12
2487,sv8-142,Tatsugiri ex,Pokémon,"[""Basic"",""Tera"",""ex""]",160,"[""Dragon""]",,,,,"[""Colorless""]",1,,,Double Rare,[978],H,/card-images/sv8-142_small.webp,/card-images/sv8-142_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."",""Tera: As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's).""]",142,12
2488,sv8-143,Eevee,Pokémon,"[""Basic""]",50,"[""Colorless""]",,"[""Fighting""]",,"[""Vaporeon"",""Jolteon"",""Flareon"",""Sylveon"",""Espeon"",""Umbreon"",""Leafeon"",""Glaceon""]","[""Colorless""]",1,,,Common,[133],H,/card-images/sv8-143_small.webp,/card-images/sv8-143_large.webp,,143,12
2489,sv8-144,Snorlax,Pokémon,"[""Basic""]",150,"[""Colorless""]",,"[""Fighting""]",,,"[""Colorless"",""Colorless"",""Colorless""]",3,,,Common,[143],H,/card-images/sv8-144_small.webp,/card-images/sv8-144_large.webp,,144,12
2490,sv8-145,Slakoth,Pokémon,"[""Basic""]",60,"[""Colorless""]",,"[""Fighting""]",,"[""Vigoroth""]","[""Colorless"",""Colorless""]",2,,,Common,[287],H,/card-images/sv8-145_small.webp,/card-images/sv8-145_large.webp,,145,12
2491,sv8-146,Vigoroth,Pokémon,"[""Stage 1""]",90,"[""Colorless""]",Slakoth,"[""Fighting""]",,"[""Slaking""]","[""Colorless"",""Colorless""]",2,,,Common,[288],H,/card-images/sv8-146_small.webp,/card-images/sv8-146_large.webp,,146,12
2492,sv8-147,Slaking ex,Pokémon,"[""Stage 2"",""ex""]",340,"[""Colorless""]",Vigoroth,"[""Fighting""]",,,"[""Colorless"",""Colorless"",""Colorless"",""Colorless""]",4,,,Double Rare,[289],H,/card-images/sv8-147_small.webp,/card-images/sv8-147_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",147,12
2493,sv8-148,Swablu,Pokémon,"[""Basic""]",50,"[""Colorless""]",,"[""Lightning""]","[""Fighting""]","[""Altaria""]","[""Colorless""]",1,,,Common,[333],H,/card-images/sv8-148_small.webp,/card-images/sv8-148_large.webp,,148,12
2494,sv8-149,Zangoose,Pokémon,"[""Basic""]",90,"[""Colorless""]",,"[""Fighting""]",,,"[""Colorless""]",1,,,Common,[335],H,/card-images/sv8-149_small.webp,/card-images/sv8-149_large.webp,,149,12
2495,sv8-150,Kecleon,Pokémon,"[""Basic""]",70,"[""Colorless""]",,"[""Fighting""]",,,"[""Colorless""]",1,,,Common,[352],H,/card-images/sv8-150_small.webp,/card-images/sv8-150_large.webp,,150,12
2496,sv8-151,Bouffalant,Pokémon,"[""Basic""]",130,"[""Colorless""]",,"[""Fighting""]",,,"[""Colorless"",""Colorless""]",2,,,Common,[626],H,/card-images/sv8-151_small.webp,/card-images/sv8-151_large.webp,,151,12
2497,sv8-152,Rufflet,Pokémon,"[""Basic""]",70,"[""Colorless""]",,"[""Lightning""]","[""Fighting""]","[""Braviary""]","[""Colorless""]",1,,,Common,[627],H,/card-images/sv8-152_small.webp,/card-images/sv8-152_large.webp,,152,12
2498,sv8-153,Braviary,Pokémon,"[""Stage 1""]",130,"[""Colorless""]",Rufflet,"[""Lightning""]","[""Fighting""]",,"[""Colorless""]",1,,,Uncommon,[628],H,/card-images/sv8-153_small.webp,/card-images/sv8-153_large.webp,,153,12
2499,sv8-154,Helioptile,Pokémon,"[""Basic""]",70,"[""Colorless""]",,"[""Fighting""]",,"[""Heliolisk""]","[""Colorless""]",1,,,Common,[694],H,/card-images/sv8-154_small.webp,/card-images/sv8-154_large.webp,,154,12
2500,sv8-155,Heliolisk,Pokémon,"[""Stage 1""]",110,"[""Colorless""]",Helioptile,"[""Fighting""]",,,"[""Colorless""]",1,,,Common,[695],H,/card-images/sv8-155_small.webp,/card-images/sv8-155_large.webp,,155,12
2501,sv8-156,Oranguru,Pokémon,"[""Basic""]",120,"[""Colorless""]",,"[""Fighting""]",,,"[""Colorless"",""Colorless""]",2,,,Common,[765],H,/card-images/sv8-156_small.webp,/card-images/sv8-156_large.webp,,156,12
2502,sv8-157,Tandemaus,Pokémon,"[""Basic""]",40,"[""Colorless""]",,"[""Fighting""]",,,"[""Colorless""]",1,,,Common,[924],H,/card-images/sv8-157_small.webp,/card-images/sv8-157_large.webp,,157,12
2503,sv8-158,Maushold,Pokémon,"[""Stage 1""]",80,"[""Colorless""]",Tandemaus,"[""Fighting""]",,,"[""Colorless""]",1,,,Uncommon,[925],H,/card-images/sv8-158_small.webp,/card-images/sv8-158_large.webp,,158,12
2504,sv8-159,Cyclizar ex,Pokémon,"[""Basic"",""Tera"",""ex""]",210,"[""Colorless""]",,"[""Fighting""]",,,"[""Colorless""]",1,,,Double Rare,[967],H,/card-images/sv8-159_small.webp,/card-images/sv8-159_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."",""Tera: As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's).""]",159,12
2505,sv8-160,Flamigo ex,Pokémon,"[""Basic"",""ex""]",200,"[""Colorless""]",,"[""Lightning""]","[""Fighting""]",,"[""Colorless""]",1,,,Double Rare,[973],H,/card-images/sv8-160_small.webp,/card-images/sv8-160_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",160,12
2506,sv8-161,Terapagos,Pokémon,"[""Basic""]",120,"[""Colorless""]",,"[""Fighting""]",,,"[""Colorless"",""Colorless""]",2,,,Rare,[1024],H,/card-images/sv8-161_small.webp,/card-images/sv8-161_large.webp,,161,12
2507,sv8-162,Amulet of Hope,Trainer,"[""Pokémon Tool"",""ACE SPEC""]",,,,,,,,,,,ACE SPEC Rare,,H,/card-images/sv8-162_small.webp,/card-images/sv8-162_large.webp,"[""If the Pokémon this card is attached to is Knocked Out by damage from an attack from your opponent's Pokémon, search your deck for up to 3 cards and put them into your hand. Then, shuffle your deck."",""You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached."",""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached."",""ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.""]",162,12
2508,sv8-163,Babiri Berry,Trainer,"[""Pokémon Tool""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-163_small.webp,/card-images/sv8-163_large.webp,"[""If the Pokémon this card is attached to is damaged by an attack from your opponent's Metal Pokémon, it takes 60 less damage (after applying Weakness and Resistance), and discard this card."",""You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached."",""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached.""]",163,12
2509,sv8-164,Brilliant Blender,Trainer,"[""Item"",""ACE SPEC""]",,,,,,,,,,,ACE SPEC Rare,,H,/card-images/sv8-164_small.webp,/card-images/sv8-164_large.webp,"[""Search your deck for up to 5 cards and discard them. Then, shuffle your deck."",""You may play any number of Item cards during your turn."",""ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.""]",164,12
2510,sv8-165,Call Bell,Trainer,"[""Item""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-165_small.webp,/card-images/sv8-165_large.webp,"[""You can use this card only if you go second, and only during your first turn.  Search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck."",""You may play any number of Item cards during your turn.""]",165,12
2511,sv8-166,Chill Teaser Toy,Trainer,"[""Item""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-166_small.webp,/card-images/sv8-166_large.webp,"[""You can use this card only if you go second, and only during your first turn.  Put an Energy attached to 1 of your opponent's Pokémon into their hand."",""You may play any number of Item cards during your turn.""]",166,12
2512,sv8-167,Clemont's Quick Wit,Trainer,"[""Supporter""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-167_small.webp,/card-images/sv8-167_large.webp,"[""Heal 60 damage from each of your Lightning Pokémon."",""You may play only 1 Supporter card during your turn.""]",167,12
2513,sv8-168,Colbur Berry,Trainer,"[""Pokémon Tool""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-168_small.webp,/card-images/sv8-168_large.webp,"[""If the Pokémon this card is attached to is damaged by an attack from your opponent's Darkness Pokémon, it takes 60 less damage (after applying Weakness and Resistance), and discard this card."",""You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached."",""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached.""]",168,12
2514,sv8-169,Counter Gain,Trainer,"[""Pokémon Tool""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-169_small.webp,/card-images/sv8-169_large.webp,"[""If you have more Prize cards remaining than your opponent, attacks used by the Pokémon this card is attached to cost Colorless less."",""You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached."",""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached.""]",169,12
2515,sv8-170,Cyrano,Trainer,"[""Supporter""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-170_small.webp,/card-images/sv8-170_large.webp,"[""Search your deck for up to 3 Pokémon ex, reveal them, and put them into your hand. Then, shuffle your deck."",""You may play only 1 Supporter card during your turn.""]",170,12
2516,sv8-171,Deduction Kit,Trainer,"[""Item""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-171_small.webp,/card-images/sv8-171_large.webp,"[""Look at the top 3 cards of your deck and put them back in any order, or shuffle them and put them on the bottom of your deck."",""You may play any number of Item cards during your turn.""]",171,12
2517,sv8-172,Dragon Elixir,Trainer,"[""Item""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-172_small.webp,/card-images/sv8-172_large.webp,"[""Heal 60 damage from your Active Dragon Pokémon."",""You may play any number of Item cards during your turn.""]",172,12
2518,sv8-173,Drasna,Trainer,"[""Supporter""]",,,,,,,,,,,Common,,H,/card-images/sv8-173_small.webp,/card-images/sv8-173_large.webp,"[""Shuffle your hand into your deck. Then, flip a coin. If heads, draw 8 cards. If tails, draw 3 cards."",""You may play only 1 Supporter card during your turn.""]",173,12
2519,sv8-174,Drayton,Trainer,"[""Supporter""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-174_small.webp,/card-images/sv8-174_large.webp,"[""Look at the top 7 cards of your deck. You may reveal a Pokémon and a Trainer card you find there and put them into your hand. Shuffle the other cards back into your deck."",""You may play only 1 Supporter card during your turn.""]",174,12
2520,sv8-175,Dusk Ball,Trainer,"[""Item""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-175_small.webp,/card-images/sv8-175_large.webp,"[""Look at the bottom 7 cards of your deck. You may reveal a Pokémon you find there and put it into your hand. Shuffle the other cards back into your deck."",""You may play any number of Item cards during your turn.""]",175,12
2521,sv8-176,Energy Search Pro,Trainer,"[""Item"",""ACE SPEC""]",,,,,,,,,,,ACE SPEC Rare,,H,/card-images/sv8-176_small.webp,/card-images/sv8-176_large.webp,"[""Search your deck for any number of Basic Energy cards of different types, reveal them, and put them into your hand. Then, shuffle your deck."",""You may play any number of Item cards during your turn."",""ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.""]",176,12
2522,sv8-177,Gravity Mountain,Trainer,"[""Stadium""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-177_small.webp,/card-images/sv8-177_large.webp,"[""Each Stage 2 Pokémon in play (both yours and your opponent's) gets -30 HP."",""You may play only 1 Stadium card during your turn. Put it into the Active Spot, and discard it if another Stadium comes into play. A Stadium with the same name can't be played.""]",177,12
2523,sv8-178,Jasmine's Gaze,Trainer,"[""Supporter""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-178_small.webp,/card-images/sv8-178_large.webp,"[""During your opponent's next turn, all of your Pokémon take 30 less damage from attacks from your opponent's Pokémon (after applying Weakness and Resistance). (This includes new Pokémon that come into play.)"",""You may play only 1 Supporter card during your turn.""]",178,12
2524,sv8-179,Lisia's Appeal,Trainer,"[""Supporter""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-179_small.webp,/card-images/sv8-179_large.webp,"[""Switch in 1 of your opponent's Benched Basic Pokémon to the Active Spot. If you do, the new Active Pokémon is now Confused."",""You may play only 1 Supporter card during your turn.""]",179,12
2525,sv8-180,Lively Stadium,Trainer,"[""Stadium""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-180_small.webp,/card-images/sv8-180_large.webp,"[""Each Basic Pokémon in play (both yours and your opponent's) gets +30 HP."",""You may play only 1 Stadium card during your turn. Put it into the Active Spot, and discard it if another Stadium comes into play. A Stadium with the same name can't be played.""]",180,12
2526,sv8-181,Meddling Memo,Trainer,"[""Item""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-181_small.webp,/card-images/sv8-181_large.webp,"[""Your opponent counts the cards in their hand, shuffles those cards, and puts them on the bottom of their deck. If they do, they draw that many cards."",""You may play any number of Item cards during your turn.""]",181,12
2527,sv8-182,Megaton Blower,Trainer,"[""Item"",""ACE SPEC""]",,,,,,,,,,,ACE SPEC Rare,,H,/card-images/sv8-182_small.webp,/card-images/sv8-182_large.webp,"[""Discard all Pokémon Tools and Special Energy from all of your opponent's Pokémon, and discard a Stadium in play."",""You may play any number of Item cards during your turn."",""ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.""]",182,12
2528,sv8-183,Miracle Headset,Trainer,"[""Item"",""ACE SPEC""]",,,,,,,,,,,ACE SPEC Rare,,H,/card-images/sv8-183_small.webp,/card-images/sv8-183_large.webp,"[""Put up to 2 Supporter cards from your discard pile into your hand."",""You may play any number of Item cards during your turn."",""ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.""]",183,12
2529,sv8-184,Passho Berry,Trainer,"[""Pokémon Tool""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-184_small.webp,/card-images/sv8-184_large.webp,"[""If the Pokémon this card is attached to is damaged by an attack from your opponent's Water Pokémon, it takes 60 less damage (after applying Weakness and Resistance), and discard this card."",""You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached."",""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached.""]",184,12
2530,sv8-185,Precious Trolley,Trainer,"[""Item"",""ACE SPEC""]",,,,,,,,,,,ACE SPEC Rare,,H,/card-images/sv8-185_small.webp,/card-images/sv8-185_large.webp,"[""Search your deck for any number of Basic Pokémon and put them onto your Bench. Then, shuffle your deck."",""You may play any number of Item cards during your turn."",""ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.""]",185,12
2531,sv8-186,Scramble Switch,Trainer,"[""Item"",""ACE SPEC""]",,,,,,,,,,,ACE SPEC Rare,,H,/card-images/sv8-186_small.webp,/card-images/sv8-186_large.webp,"[""Switch your Active Pokémon with 1 of your Benched Pokémon. If you do, you may move any amount of Energy from the Pokémon you moved to your Bench to the new Active Pokémon."",""You may play any number of Item cards during your turn."",""ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.""]",186,12
2532,sv8-187,Surfer,Trainer,"[""Supporter""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-187_small.webp,/card-images/sv8-187_large.webp,"[""Switch your Active Pokémon with 1 of your Benched Pokémon. If you do, draw cards until you have 5 cards in your hand."",""You may play only 1 Supporter card during your turn.""]",187,12
2533,sv8-188,Technical Machine: Fluorite,Trainer,"[""Pokémon Tool""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-188_small.webp,/card-images/sv8-188_large.webp,"[""The Pokémon this card is attached to can use the attack on this card. (You still need the necessary Energy to use this attack.) If this card is attached to 1 of your Pokémon, discard it at the end of your turn."",""You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached."",""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached.""]",188,12
2534,sv8-189,Tera Orb,Trainer,"[""Item""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-189_small.webp,/card-images/sv8-189_large.webp,"[""Search your deck for a Tera Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."",""You may play any number of Item cards during your turn.""]",189,12
2535,sv8-190,Tyme,Trainer,"[""Supporter""]",,,,,,,,,,,Uncommon,,H,/card-images/sv8-190_small.webp,/card-images/sv8-190_large.webp,"[""Tell your opponent the name of a Pokémon in your hand and put that Pokémon face down in front of you. Your opponent guesses that Pokémon's HP, and then you reveal it. If your opponent guessed right, they draw 4 cards. If they guessed wrong, you draw 4 cards. Then, return the Pokémon to your hand."",""You may play only 1 Supporter card during your turn.""]",190,12
2536,sv8-191,Enriching Energy,Energy,"[""Special"",""ACE SPEC""]",,,,,,,,,,,ACE SPEC Rare,,H,/card-images/sv8-191_small.webp,/card-images/sv8-191_large.webp,"[""As long as this card is attached to a Pokémon, it provides Colorless Energy.  When you attach this card from your hand to a Pokémon, draw 4 cards."",""ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.""]",191,12
2537,sv8-192,Exeggcute,Pokémon,"[""Basic""]",30,"[""Grass""]",,"[""Fire""]",,"[""Exeggutor""]","[""Colorless""]",1,,,Illustration Rare,[102],H,/card-images/sv8-192_small.webp,/card-images/sv8-192_large.webp,,192,12
2538,sv8-193,Vivillon,Pokémon,"[""Stage 2""]",120,"[""Grass""]",Spewpa,"[""Fire""]",,,"[""Colorless""]",1,,,Illustration Rare,[666],H,/card-images/sv8-193_small.webp,/card-images/sv8-193_large.webp,,193,12
2539,sv8-194,Shiinotic,Pokémon,"[""Stage 1""]",110,"[""Grass""]",Morelull,"[""Fire""]",,,"[""Colorless"",""Colorless""]",2,,,Illustration Rare,[756],H,/card-images/sv8-194_small.webp,/card-images/sv8-194_large.webp,,194,12
2540,sv8-195,Castform Sunny Form,Pokémon,"[""Basic""]",70,"[""Fire""]",,"[""Water""]",,,,0,,,Illustration Rare,[351],H,/card-images/sv8-195_small.webp,/card-images/sv8-195_large.webp,,195,12
2541,sv8-196,Larvesta,Pokémon,"[""Basic""]",70,"[""Fire""]",,"[""Water""]",,"[""Volcarona""]","[""Colorless"",""Colorless""]",2,,,Illustration Rare,[636],H,/card-images/sv8-196_small.webp,/card-images/sv8-196_large.webp,,196,12
2542,sv8-197,Ceruledge,Pokémon,"[""Stage 1""]",140,"[""Fire""]",Charcadet,"[""Water""]",,,"[""Colorless"",""Colorless""]",2,,,Illustration Rare,[937],H,/card-images/sv8-197_small.webp,/card-images/sv8-197_large.webp,,197,12
2543,sv8-198,Feebas,Pokémon,"[""Basic""]",30,"[""Water""]",,"[""Lightning""]",,"[""Milotic""]","[""Colorless""]",1,,,Illustration Rare,[349],H,/card-images/sv8-198_small.webp,/card-images/sv8-198_large.webp,,198,12
2544,sv8-199,Spheal,Pokémon,"[""Basic""]",70,"[""Water""]",,"[""Metal""]",,"[""Sealeo""]","[""Colorless"",""Colorless""]",2,,,Illustration Rare,[363],H,/card-images/sv8-199_small.webp,/card-images/sv8-199_large.webp,,199,12
2545,sv8-200,Bruxish,Pokémon,"[""Basic""]",110,"[""Water""]",,"[""Lightning""]",,,"[""Colorless""]",1,,,Illustration Rare,[779],H,/card-images/sv8-200_small.webp,/card-images/sv8-200_large.webp,,200,12
2546,sv8-201,Cetitan,Pokémon,"[""Stage 1""]",180,"[""Water""]",Cetoddle,"[""Metal""]",,,"[""Colorless"",""Colorless"",""Colorless""]",3,,,Illustration Rare,[975],H,/card-images/sv8-201_small.webp,/card-images/sv8-201_large.webp,,201,12
2547,sv8-202,Stunfisk,Pokémon,"[""Basic""]",110,"[""Lightning""]",,"[""Fighting""]",,,"[""Colorless"",""Colorless""]",2,,,Illustration Rare,[618],H,/card-images/sv8-202_small.webp,/card-images/sv8-202_large.webp,,202,12
2548,sv8-203,Latios,Pokémon,"[""Basic""]",120,"[""Psychic""]",,"[""Darkness""]","[""Fighting""]",,"[""Colorless"",""Colorless""]",2,,,Illustration Rare,[381],H,/card-images/sv8-203_small.webp,/card-images/sv8-203_large.webp,,203,12
2549,sv8-204,Mesprit,Pokémon,"[""Basic""]",70,"[""Psychic""]",,"[""Darkness""]","[""Fighting""]",,"[""Colorless""]",1,,,Illustration Rare,[481],H,/card-images/sv8-204_small.webp,/card-images/sv8-204_large.webp,,204,12
2550,sv8-205,Phanpy,Pokémon,"[""Basic""]",80,"[""Fighting""]",,"[""Grass""]",,"[""Donphan""]","[""Colorless"",""Colorless""]",2,,,Illustration Rare,[231],H,/card-images/sv8-205_small.webp,/card-images/sv8-205_large.webp,,205,12
2551,sv8-206,Vibrava,Pokémon,"[""Stage 1""]",90,"[""Fighting""]",Trapinch,"[""Grass""]",,"[""Flygon""]","[""Colorless""]",1,,,Illustration Rare,[329],H,/card-images/sv8-206_small.webp,/card-images/sv8-206_large.webp,,206,12
2552,sv8-207,Clobbopus,Pokémon,"[""Basic""]",70,"[""Fighting""]",,"[""Psychic""]",,"[""Grapploct""]","[""Colorless"",""Colorless""]",2,,,Illustration Rare,[852],H,/card-images/sv8-207_small.webp,/card-images/sv8-207_large.webp,,207,12
2553,sv8-208,Alolan Dugtrio,Pokémon,"[""Stage 1""]",110,"[""Metal""]",Alolan Diglett,"[""Fire""]","[""Grass""]",,"[""Colorless"",""Colorless""]",2,,,Illustration Rare,[51],H,/card-images/sv8-208_small.webp,/card-images/sv8-208_large.webp,,208,12
2554,sv8-209,Skarmory,Pokémon,"[""Basic""]",110,"[""Metal""]",,"[""Lightning""]","[""Fighting""]",,"[""Colorless""]",1,,,Illustration Rare,[227],H,/card-images/sv8-209_small.webp,/card-images/sv8-209_large.webp,,209,12
2555,sv8-210,Flapple,Pokémon,"[""Stage 1""]",80,"[""Dragon""]",Applin,,,,"[""Colorless""]",1,,,Illustration Rare,[841],H,/card-images/sv8-210_small.webp,/card-images/sv8-210_large.webp,,210,12
2556,sv8-211,Appletun,Pokémon,"[""Stage 1""]",90,"[""Dragon""]",Applin,,,,"[""Colorless"",""Colorless"",""Colorless""]",3,,,Illustration Rare,[842],H,/card-images/sv8-211_small.webp,/card-images/sv8-211_large.webp,,211,12
2557,sv8-212,Slakoth,Pokémon,"[""Basic""]",60,"[""Colorless""]",,"[""Fighting""]",,"[""Vigoroth""]","[""Colorless"",""Colorless""]",2,,,Illustration Rare,[287],H,/card-images/sv8-212_small.webp,/card-images/sv8-212_large.webp,,212,12
2558,sv8-213,Kecleon,Pokémon,"[""Basic""]",70,"[""Colorless""]",,"[""Fighting""]",,,"[""Colorless""]",1,,,Illustration Rare,[352],H,/card-images/sv8-213_small.webp,/card-images/sv8-213_large.webp,,213,12
2559,sv8-214,Braviary,Pokémon,"[""Stage 1""]",130,"[""Colorless""]",Rufflet,"[""Lightning""]","[""Fighting""]",,"[""Colorless""]",1,,,Illustration Rare,[628],H,/card-images/sv8-214_small.webp,/card-images/sv8-214_large.webp,,214,12
2560,sv8-215,Durant ex,Pokémon,"[""Basic"",""ex""]",190,"[""Grass""]",,"[""Fire""]",,,"[""Colorless"",""Colorless""]",2,,,Ultra Rare,[632],H,/card-images/sv8-215_small.webp,/card-images/sv8-215_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",215,12
2561,sv8-216,Scovillain ex,Pokémon,"[""Stage 1"",""ex""]",260,"[""Fire""]",Capsakid,"[""Water""]",,,"[""Colorless"",""Colorless""]",2,,,Ultra Rare,[952],H,/card-images/sv8-216_small.webp,/card-images/sv8-216_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",216,12
2562,sv8-217,Milotic ex,Pokémon,"[""Stage 1"",""ex""]",270,"[""Water""]",Feebas,"[""Lightning""]",,,"[""Colorless"",""Colorless""]",2,,,Ultra Rare,[350],H,/card-images/sv8-217_small.webp,/card-images/sv8-217_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",217,12
2563,sv8-218,Black Kyurem ex,Pokémon,"[""Basic"",""ex""]",230,"[""Water""]",,"[""Metal""]",,,"[""Colorless"",""Colorless"",""Colorless""]",3,,,Ultra Rare,[646],H,/card-images/sv8-218_small.webp,/card-images/sv8-218_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",218,12
2564,sv8-219,Pikachu ex,Pokémon,"[""Basic"",""Tera"",""ex""]",200,"[""Lightning""]",,"[""Fighting""]",,"[""Raichu""]","[""Colorless""]",1,,,Ultra Rare,[25],H,/card-images/sv8-219_small.webp,/card-images/sv8-219_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."",""Tera: As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's).""]",219,12
2565,sv8-220,Latias ex,Pokémon,"[""Basic"",""ex""]",210,"[""Psychic""]",,"[""Darkness""]","[""Fighting""]",,"[""Colorless"",""Colorless""]",2,,,Ultra Rare,[380],H,/card-images/sv8-220_small.webp,/card-images/sv8-220_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",220,12
2566,sv8-221,Palossand ex,Pokémon,"[""Stage 1"",""Tera"",""ex""]",280,"[""Psychic""]",Sandygast,"[""Darkness""]","[""Fighting""]",,"[""Colorless"",""Colorless"",""Colorless"",""Colorless""]",4,,,Ultra Rare,[770],H,/card-images/sv8-221_small.webp,/card-images/sv8-221_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."",""Tera: As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's).""]",221,12
2567,sv8-222,Flygon ex,Pokémon,"[""Stage 2"",""Tera"",""ex""]",310,"[""Fighting""]",Vibrava,"[""Grass""]",,,"[""Colorless""]",1,,,Ultra Rare,[330],H,/card-images/sv8-222_small.webp,/card-images/sv8-222_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."",""Tera: As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's).""]",222,12
